product_id,brand_ko,brand_en,product_name_ko,product_name_en,category,subcategory,has_hwahae_source,has_any_source,has_skin_type_signal,has_concern_signal,has_texture,has_age_signal,has_ranking,has_award,has_oliveyoung_global_offer,recommendation_review_candidate,commerce_review_candidate,missing_for_review
P00001,마녀공장,Manyo,퓨어 소이빈 클렌징 오일,,클렌징/필링,클렌징 오일,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00002,헤어플러스,,단백질 본드 샴푸,,헤어케어,샴푸,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00003,에스네이처,S.NATURE,아쿠아 오아시스 토너,,스킨케어,스킨/토너,True,True,True,True,False,True,True,True,False,False,False,product_name_en|texture|oliveyoung_global_offer
P00004,라운드랩,ROUND LAB,자작나무 수분 선쿠션 [SPF50+/PA++++],,선케어,선쿠션/팩트,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00005,스트라이덱스,Stridex,센시티브 패드,,클렌징/필링,스크럽/필링 패드,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00006,비플레인,beplain,시카테롤 스팟 트리트먼트,,스킨케어,크림,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00007,달바,d'Alba,워터풀 선크림 [SPF50+/PA++++] [톤업/핑크],,선케어,선크림/로션,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00008,에센허브,,티트리 100 오일,,스킨케어,페이스오일,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00009,미쟝센,Mise en scène,퍼펙트 오리지널 세럼 컨디셔너,,헤어케어,린스/컨디셔너,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00010,YBK,,세라마이드 릴리프 하이드레이션 토너,,스킨케어,스킨/토너,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00011,YBK,,세라마이드 릴리프 하이드레이션 에멀젼,,스킨케어,로션/에멀젼,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00012,코스노리,,아보카도 아이크림,,스킨케어,아이케어,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00013,셀리맥스,Cellimax,지우개패드,,클렌징/필링,스크럽/필링 패드,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00014,이즈앤트리,ISNTREE,어니언 뉴페어 클리어 패드,,클렌징/필링,스크럽/필링 패드,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00015,토리든,Torriden,밸런스풀 시카 클렌징 젤,,클렌징/필링,클렌징 젤,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00016,에스네이처,S.NATURE,아쿠아 스쿠알란 세럼,,스킨케어,에센스/앰플/세럼,True,True,True,True,False,True,True,True,False,False,False,product_name_en|texture|oliveyoung_global_offer
P00017,에스네이처,S.NATURE,아쿠아 스쿠알란 수분크림,Aqua Squalane Moisturizing Cream 60ml,스킨케어,크림,True,True,True,True,False,True,True,True,True,True,True,texture
P00018,YBK,,어성초 원스텝 포어 패드,,클렌징/필링,스크럽/필링 패드,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00019,파티온,PARTION,노스카나인 스팟 패치,,마스크/팩,패치,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00020,토리든,Torriden,다이브인 저분자 히알루론산 클렌징 폼,,클렌징/필링,클렌징 폼,True,True,True,True,False,True,True,True,False,False,False,product_name_en|texture|oliveyoung_global_offer
P00021,라비엘,,아세로라 잡티 & 기미 케어 크림,,스킨케어,크림,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00022,에스네이처,S.NATURE,수퍼 아쿠아겔 오아시스 앰플 마스크,,마스크/팩,시트마스크,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00023,에스트라,AESTURA,테라크네365 하이드로 액티브 토너,,스킨케어,스킨/토너,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00024,벨로즈,,유기농 호호바 오일,,스킨케어,페이스오일,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00025,라운드랩,ROUND LAB,자작나무 수분 선스틱 [SPF50+/PA++++],,선케어,선스틱,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00026,라보에이치,LABO-H,두피강화 클리닉 탈모증상완화 샴푸,,헤어케어,샴푸,True,True,True,True,False,False,True,True,False,False,False,product_name_en|texture|oliveyoung_global_offer
P00027,코스알엑스,COSRX,약산성 나이아신아마이드 미셀라 클렌징 워터,,클렌징/필링,클렌징 워터,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00028,메이크프렘,make p:rem,인테카 수딩 클렌징 폼,,클렌징/필링,클렌징 젤,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00029,토리든,Torriden,밸런스풀 시카 토너 패드,,스킨케어,스킨/토너 패드,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00030,메디필,MEDIPEEL,그린 시카 콜라겐 클리어 젤 클렌저 2.0,,클렌징/필링,클렌징 젤,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00031,에스네이처,S.NATURE,아쿠아 오아시스 수분 젤크림,,스킨케어,젤,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00032,아이레시피,Eye Recipe,아쿠아 피토플렉스 크림 인 젤,,스킨케어,젤,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00033,비플레인,beplain,녹두 밀크 필링 젤,,클렌징/필링,스크럽/필링,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00034,듀이트리,Dewytree,어반 쉐이드 쿨 카밍 선스틱 [SPF50+/PA++++],,선케어,선스틱,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00035,메디힐,MEDIHEAL,블랙헤드 멜팅 클리어 코팩,,마스크/팩,코팩,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00036,프리메이,,올리브 시카 카밍 앰플 마스크,,마스크/팩,시트마스크,True,True,False,True,False,False,True,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00037,토니모리,TONYMOLY,어성초시카 쿨링 수분 크림,,마스크/팩,슬리핑팩,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00038,코스알엑스,COSRX,더 6 펩타이드 스킨 부스터 세럼,,스킨케어,에센스/앰플/세럼,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00039,에스네이처,S.NATURE,호호바오일,,스킨케어,페이스오일,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00040,YBK,,릴리프 하이드레이션 라이트 폼 클렌저,,클렌징/필링,클렌징 폼,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00041,마리엔메이,,트라넥사믹산 글루타티온 아이크림,,스킨케어,아이케어,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00042,비플레인,beplain,시카테롤 블레미쉬 패드,,마스크/팩,부분마스크 패드,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00043,일소,ILSO,슈퍼 멜팅 세범 소프트너,,클렌징/필링,스크럽/필링,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00044,코스알엑스,COSRX,약산성 굿모닝 젤 클렌저,,클렌징/필링,클렌징 젤,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00045,토리든,Torriden,밸런스풀 시카 포어 클렌징 폼,,클렌징/필링,클렌징 폼,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00046,넘버즈인,numbuzin,1번 판토텐산 액티브업 수딩세럼,,스킨케어,에센스/앰플/세럼,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00047,메이크프렘,make p:rem,유브이 디펜스 미 노세범 선크림 [SPF50+/PA++++],,선케어,선크림/로션,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00048,파티온,PARTION,노스카나인 트러블 크림,,스킨케어,크림,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00049,온그리디언츠,On:gredients,스킨 베리어 카밍 로션,,스킨케어,로션/에멀젼,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00050,수올림,,탄닌 시카 투웨이 토너패드,,스킨케어,스킨/토너 패드,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00051,비플레인,beplain,녹두 클렌징 워터,,클렌징/필링,클렌징 워터,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00052,트루스오브뷰티,Truth of Beauty,시카-뮤신 진정 패드,,마스크/팩,부분마스크 패드,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00053,풀리,,그린 토마토 크림,,마스크/팩,슬리핑팩,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00054,메디힐,MEDIHEAL,마데카소사이드 에센셜 마스크 [흔적리페어],,마스크/팩,시트마스크,True,True,True,True,False,True,True,True,False,False,False,product_name_en|texture|oliveyoung_global_offer
P00055,바노바기,BANOBAGI,젤리 마스크 [하이드레이팅],,마스크/팩,시트마스크,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00056,바노바기,BANOBAGI,젤리 마스크 [시카],,마스크/팩,시트마스크,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00057,이니스프리,innisfree,레티놀 시카 흔적 앰플,,스킨케어,에센스/앰플/세럼,True,True,True,True,False,False,True,True,False,False,False,product_name_en|texture|oliveyoung_global_offer
P00058,더마펌,Dermafirm,수딩 리페어 토닝 크림 R4,,스킨케어,크림,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00059,토리든,Torriden,밸런스풀 시카 각질 토너,,스킨케어,스킨/토너,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00060,결하우스,,하이드레이션 호호바 에센스,,스킨케어,에센스/앰플/세럼,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00061,엑시스와이,AXIS-Y,비건 콜라겐 아이 세럼,,스킨케어,아이케어,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00062,메디힐,MEDIHEAL,마데카소사이드 흔적 리페어 세럼,,스킨케어,에센스/앰플/세럼,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00063,에스네이처,S.NATURE,아쿠아 스쿠알란 미스트,,스킨케어,미스트,True,True,False,False,True,False,False,True,False,False,False,product_name_en|skin_type_signal|concern_signal|oliveyoung_global_offer
P00064,아누아,ANUA,라이스 70 글로우 밀키 토너,,스킨케어,스킨/토너,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00065,조선미녀,Beauty of Joseon,맑은쌀 꿀채운 마스크,,마스크/팩,워시오프 팩,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00066,메디힐,MEDIHEAL,하이퍼 마스크 [콜라겐],,마스크/팩,시트마스크,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00067,비플레인,beplain,녹두 모공 클리어링 라하 토너,,스킨케어,스킨/토너,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00068,리브엠,,워터핏 8중 수분착붙 패드,,스킨케어,스킨/토너 패드,True,True,False,True,False,False,True,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00069,빌랑스,,하나린 안티헤어로스 샴푸,,헤어케어,샴푸,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00070,아렌시아,ARENCIA,그린티 + LHA 딥 포어 찹쌀떡솝,,마스크/팩,워시오프 팩,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00071,아렌시아,ARENCIA,클렌저 떡솝 [프레시 로얄 로즈힙],,마스크/팩,워시오프 팩,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00072,비플레인,beplain,녹두 클렌징 오일,,클렌징/필링,클렌징 오일,True,True,True,True,False,True,True,True,False,False,False,product_name_en|texture|oliveyoung_global_offer
P00073,비플레인,beplain,녹두 모공 타이트업 수딩 크림,,스킨케어,크림,True,True,False,True,False,False,True,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00074,이즈앤트리,ISNTREE,히알루론산 프레쉬 선 세럼 [SPF50+/PA++++],,선케어,선크림/로션,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00075,아누아,ANUA,PDRN 히알루론산 캡슐 100 세럼,PDRN Hyaluronic Capsule 100 Serum 30ml,스킨케어,에센스/앰플/세럼,True,True,True,True,False,True,True,True,True,True,True,texture
P00076,셀라딕스,,트러블 세범 리밸런싱 131 앰플,,스킨케어,에센스/앰플/세럼,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00077,리브엠,,엔자임 클렌징 파우더,,클렌징/필링,클렌징 파우더,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00078,리브엠,,시카좀 카밍 딥 클렌징폼,,클렌징/필링,클렌징 폼,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00079,션리,,다시마 앰플 클렌징폼,,클렌징/필링,클렌징 폼,True,True,True,True,False,True,True,True,False,False,False,product_name_en|brand_en|texture|oliveyoung_global_offer
P00080,신스루,,워터리 설퍼 모공 클렌징 파우더,,클렌징/필링,클렌징 파우더,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00081,프레비츠,,에어핏 선 피니싱 스틱 [SPF50+/PA++++] [02 클리어그린],,선케어,선스틱,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00082,아비브,ABIB,어성초 흔적 에센스 패드 클리어 터치,,스킨케어,스킨/토너 패드,True,True,False,True,False,True,True,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00083,세로랩스,,수딩 토너,,스킨케어,스킨/토너,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00084,닥터트웬티프로젝트,,나인 토너,,스킨케어,스킨/토너,True,True,True,True,False,True,True,True,False,False,False,product_name_en|brand_en|texture|oliveyoung_global_offer
P00085,닥터트웬티프로젝트,,리프덤 오토 아이크림,,스킨케어,아이케어,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00086,아페리레,,비 프로즌 빙하토 모공팩,,마스크/팩,워시오프 팩,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00087,아비브,ABIB,수분초 히알루론 패드 하이드레이팅 터치,,스킨케어,스킨/토너 패드,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00088,셀라딕스,,트러블 클리어 약산성 젤클렌저,,클렌징/필링,클렌징 젤,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00089,스타라이크,,캐모마일 스킨 베리어 토너,,스킨케어,스킨/토너,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00090,니얼지,,에어터치 선스틱 [SPF50+/PA++++],,선케어,선스틱,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00091,소미,,클라우드 딥 아쿠아 마스크,,마스크/팩,시트마스크,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00092,라곰,Lagom,젤 투 워터 클렌저,,클렌징/필링,클렌징 젤,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00093,에스네이처,S.NATURE,아쿠아 라이스 클렌징 밤,,클렌징/필링,클렌징 밤,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00094,프롬랩스,,단백질 트리트먼트,,헤어케어,트리트먼트/팩,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00095,디피어,,프리미엄 퍼퓸 리페어 트리트먼트 헤어팩,,헤어케어,트리트먼트/팩,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00096,이지포뮬라®,,콜라겐 팩,,마스크/팩,필오프 팩,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00097,에스트라,AESTURA,아토베리어365 크림,Atobarrier 365 Cream 80mL,스킨케어,크림,True,True,False,True,False,False,True,True,True,True,True,skin_type_signal|texture
P00098,에스트라,AESTURA,아토베리어365 로션,,스킨케어,로션/에멀젼,True,True,False,True,False,False,True,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00099,라운드랩,ROUND LAB,동백 딥 콜라겐 젤리 팩 클렌저,,클렌징/필링,클렌징 젤,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00100,아렌시아,ARENCIA,레드 스무디 로션 5,,스킨케어,로션/에멀젼,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00101,쓰리노프,,데일리 컨셔스 크림,,스킨케어,크림,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00102,메디큐브,medicube,제로모공패드 2.0,,스킨케어,스킨/토너 패드,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00103,메디큐브,medicube,PDRN 핑크 펩타이드 앰플,,스킨케어,에센스/앰플/세럼,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00104,YBK,,핑크 글로우 빔 젤리 패드,,스킨케어,스킨/토너 패드,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00105,토미울프,,딥클렌징 두피 브러쉬,,뷰티소품,헤어 소품,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00106,셀라딕스,,히알루로닉 인텐스 토너,,스킨케어,스킨/토너,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00107,에끌라두,,샌달우드 괄사,,뷰티소품,스킨케어 소품,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00108,리더스,Leaders,PDRN 0.5% 앰플 미스트,,스킨케어,미스트,True,True,False,False,True,False,False,True,False,False,False,product_name_en|skin_type_signal|concern_signal|oliveyoung_global_offer
P00109,일소,ILSO,모공 클렌징 마스터,,뷰티소품,스킨케어 소품,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00110,아렌시아,ARENCIA,클라우드 선 스틱 [SPF50+/PA++++],,선케어,선스틱,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00111,프리메이,,햇쌀 데일리 폼 클렌저,,클렌징/필링,클렌징 폼,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00112,이니스프리,innisfree,그린티 밀크 보습 에센스,,스킨케어,에센스/앰플/세럼,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00113,라보레브,,피치마이크로바이옴 84 이지에프 세럼,,스킨케어,에센스/앰플/세럼,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00114,메디힐,MEDIHEAL,콜라겐 캡슐패치 [레티놀],,마스크/팩,부분마스크/팩,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00115,비햅,,슬로우차가 펩타이드 글로우 랩핑 마스크,,마스크/팩,필오프 팩,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00116,메디섹션넘버,,넘버M 트러블케어 폼클렌저,,클렌징/필링,클렌징 폼,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00117,마리아포사떼,,오로라그린 모델링팩,,마스크/팩,필오프 팩,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00118,블렌드모어,,데이듀 스킨부스팅 젤투폼,,클렌징/필링,클렌징 젤,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00119,론지,,핑크 애플 퓨어 토너,,스킨케어,스킨/토너,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00120,리에종드로렌,,포어 클렌저,,클렌징/필링,클렌징 폼,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00121,아렌시아,ARENCIA,프레시 클렌저 [그린],,클렌징/필링,클렌징 폼,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00122,한율,HANYUL,달빛유자 클렌징 톤업 팩폼,,클렌징/필링,클렌징 폼,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00123,웰라쥬,WELLAGE,리얼 히알루로닉 블루 100 앰플,,스킨케어,에센스/앰플/세럼,True,True,True,True,False,True,True,True,False,False,False,product_name_en|texture|oliveyoung_global_offer
P00124,쏘내추럴,so natural,올 데이 립 프렙 픽서,,립밤,,True,True,False,True,False,False,False,True,False,False,False,product_name_en|subcategory|skin_type_signal|texture|oliveyoung_global_offer
P00125,타이디랩,,포어리스 선에센스 [SPF50+/PA++++],,선케어,선크림/로션,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00126,픽셀퓨어,Pixel Pure,래디언스 아쿠아 수딩 크림,,스킨케어,크림,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00127,픽셀퓨어,Pixel Pure,젠틀 젤투폼 클렌저,,클렌징/필링,클렌징 젤,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00128,픽셀퓨어,Pixel Pure,수딩 앰플 토너,,스킨케어,스킨/토너,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00129,아토팜,ATOPALM,징크 마일드 업 선크림 [SPF50+/PA++++],,로션,,True,True,False,True,False,True,True,True,False,False,False,product_name_en|subcategory|skin_type_signal|texture|oliveyoung_global_offer
P00130,에센시엘,,하이드라 포르테 앰플,,스킨케어,에센스/앰플/세럼,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00131,타이디랩,,퍼플톤업 선크림 [SPF50+/PA++++],,선케어,선크림/로션,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00132,아토팜,ATOPALM,릴렉싱 나이트 밤,,스킨케어,밤/멀티밤,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00133,픽셀퓨어,Pixel Pure,딥 모이스처라이징 컴포트 쉴드 마스크시트,,마스크/팩,시트마스크,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00134,션리,,다시마 콜라겐 퍼밍 마스크,,마스크/팩,시트마스크,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00135,프롬랩스,,프로틴 캡슐 헤어 리페어 샴푸,,헤어케어,샴푸,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00136,리쥬베닐,,리페어 PDRN 1500 크림,,스킨케어,크림,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
P00137,듀이트리,Dewytree,픽 앤 퀵 뜯어쓰는 더블 패드 [화장발],,마스크/팩,부분마스크 패드,True,True,False,True,False,False,False,True,False,False,False,product_name_en|skin_type_signal|texture|oliveyoung_global_offer
P00138,아누아,ANUA,PDRN 히알루론산 수분 캡슐 미스트,,스킨케어,미스트,True,True,False,False,True,False,False,True,False,False,False,product_name_en|skin_type_signal|concern_signal|oliveyoung_global_offer
P00139,얼댓,,스트로비 글로우 세럼,,스킨케어,에센스/앰플/세럼,True,True,False,True,False,False,False,True,False,False,False,product_name_en|brand_en|skin_type_signal|texture|oliveyoung_global_offer
